station,date_time,longitude,latitude,총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L],overlap_count,유분[mg/L]
강릉연안4_연안,2007-08-01,128.9316667,37.80638889,158.822,33.41,20.38,0.02264,3.2,7.14,7.77,81.9729,2.272,4.535,21.432,9.0,44.471,1.9177,20.767,24.0,1,
강릉연안4_연안,2007-11-01,128.9316667,37.80638889,128.289,33.86,15.4,0.607,2.2,7.6672,7.97,325.079,4.996,6.958,42.639,7.0,56.101,1.0787,8.466,12.818,1,
거제도남안4_연안,2007-02-01,128.6427778,34.67388889,1048.0,33.71,12.92,0.31,3.8,9.73,,214.0,8.0,17.0,107.0,12.0,121.0,1.12,7.0,36.0,1,
거제도남안4_연안,2007-05-01,128.6427778,34.67388889,212.8,34.09,13.51,1.5852,5.4,8.93,8.11,259.5,11.5,23.8,64.775,4.0,96.975,0.944,20.7,34.4,1,
거제도남안4_연안,2007-08-01,128.6427778,34.67388889,86.0,33.25,21.51,6.44,5.2,7.91,8.1,21.0,2.0,10.0,26.0,4.0,37.0,0.88,8.0,23.0,1,
거제도남안4_연안,2007-11-01,128.6427778,34.67388889,166.8,33.03,17.74,0.9379,9.25,6.84,8.06,467.3,16.4,25.8,132.32,6.0,149.42,1.552,0.7,37.4,1,
고창연안1_연안,2007-02-01,126.4605556,35.5725,438.521,32.28,6.29,7.04122,11.0,11.0,7.91,417.115,3.024,18.1562,335.738,0.7,375.581,2.30667,36.8198,27.1518,1,
고창연안1_연안,2007-05-01,126.4605556,35.5725,500.462,32.12,17.03,0.68572,8.2,8.75,8.0,139.21,0.782929,66.1474,38.0097,1.0,68.9372,1.44,30.1446,105.946,1,
고창연안1_연안,2007-08-01,126.4605556,35.5725,619.142,30.24,27.17,2.14436,6.6,8.61925,8.06,48.8458,4.33674,2.84459,13.3883,2.2,47.4597,0.84,29.7347,27.3129,1,
고창연안1_연안,2007-11-01,126.4605556,35.5725,597.3,30.44,15.5,0.0343,30.2,8.85,8.08,78.0,6.3,58.0,167.6,1.0,182.9,0.95,9.0,74.0,1,
구룡포연안1_연안,2007-02-01,129.5638889,35.98305556,205.0,33.96,12.71,0.55998,12.0,9.94,8.07,228.0,9.0,10.0,72.0,10.0,95.0,0.66,14.0,21.0,1,
구룡포연안1_연안,2007-05-01,129.5638889,35.98305556,365.47,33.9,13.18,6.39364,6.8,9.67,7.93,15.3725,0.51987,2.44265,2.68649,6.0,10.4634,0.958848,7.25706,30.9935,1,
구룡포연안1_연안,2007-08-01,129.5638889,35.98305556,190.374,33.33,22.11,3.29888,2.2,8.29,8.03,20.5755,2.42606,,2.93091,7.0,16.4872,0.958848,11.1302,29.7872,1,
구룡포연안1_연안,2007-11-01,129.5638889,35.98305556,151.515,33.35,18.49,0.81498,4.0,9.41,7.99,193.693,4.58552,9.69178,30.7822,10.0,73.9362,0.319616,38.5684,31.0863,1,
구룡포연안2_연안,2007-02-01,129.5880556,35.99777778,141.0,33.93,12.97,0.29916,3.0,9.87,8.09,226.0,7.0,6.0,54.0,10.0,79.0,0.46,18.0,21.0,1,
구룡포연안2_연안,2007-05-01,129.5880556,35.99777778,330.664,33.87,13.31,7.79406,15.6,10.11,7.98,24.3595,0.81313,1.6547,10.0181,6.0,18.9037,0.639232,8.07246,36.0045,1,
구룡포연안2_연안,2007-08-01,129.5880556,35.99777778,100.435,33.42,22.49,1.15412,3.2,8.83,8.02,21.758,1.94618,0.236385,9.27609,7.0,27.4895,0.519376,16.2672,21.9924,1,
구룡포연안2_연안,2007-11-01,129.5880556,35.99777778,80.9721,33.29,18.84,1.80828,3.4,8.85,7.97,147.813,4.9321,7.17034,45.2162,16.0,67.1086,0.639232,16.9603,22.7348,1,
구룡포연안H1_항만,2007-02-01,129.5563889,35.98555556,458.0,33.76,11.62,1.55168,10.0,10.2,8.04,269.0,7.0,15.0,99.0,5.0,136.0,0.58,30.0,30.0,1,
구룡포연안H1_항만,2007-08-01,129.5563889,35.98555556,402.403,32.62,23.25,9.30402,4.2,8.31,7.97,31.9275,1.62626,5.43685,6.62426,4.0,41.2335,0.918896,32.9829,40.9226,1,
대정연안1_연안,2007-02-01,126.2516667,33.2025,269.93,34.3786,15.2669,0.59539,1.7,8.33782,8.04,251.225,3.00732,11.2298,88.6368,5.5,99.1266,0.61322,7.4824,25.8615,1,
대정연안1_연안,2007-05-01,126.2516667,33.2025,507.608,34.3263,15.69,0.38238,1.9,8.08024,8.13,164.219,4.88752,7.33313,29.3683,12.5,53.2939,0.29,19.0381,16.4757,1,
대정연안1_연안,2007-08-01,126.2516667,33.2025,743.0,33.11,23.16,1.69,0.9,6.68,8.16,236.0,3.0,2.0,85.0,10.0,108.0,0.46,20.0,18.0,1,
대정연안1_연안,2007-11-01,126.2516667,33.2025,701.0,34.0,21.61,1.44,1.4,8.66,8.17,193.0,2.0,1.0,81.0,14.5,114.0,0.42,30.0,11.0,1,
대정연안2_연안,2007-02-01,126.3275,33.22,251.38,34.3662,15.4438,0.71705,2.2,8.00796,8.07,91.4689,1.30753,3.59353,71.3553,11.0,77.499,0.426925,4.83619,28.4136,1,
대정연안2_연안,2007-05-01,126.3275,33.22,449.449,34.2948,16.1812,0.34903,1.8,8.083,8.13,174.108,8.48034,8.08141,29.7435,12.5,61.5821,0.14,23.3583,13.5243,1,
대정연안2_연안,2007-08-01,126.3275,33.22,680.0,32.88,26.23,0.75,1.6,6.78,8.21,248.0,1.0,1.0,13.0,12.5,28.0,0.48,13.0,10.0,1,
대정연안2_연안,2007-11-01,126.3275,33.22,710.0,34.11,22.04,1.39,2.4,8.93,8.19,174.0,2.0,3.0,48.0,14.5,63.0,0.64,14.0,10.0,1,
동해연안1_연안,2007-02-01,129.135,37.53555556,98.0,33.14,12.07,2.776,4.2,8.54,8.03,276.252,4.97,11.879,39.368,9.5,58.172,1.05,13.834,18.325,1,
동해연안1_연안,2007-05-01,129.135,37.53555556,274.186,33.57,15.43,1.068,2.2,8.5,8.08,88.555,3.6,6.998,58.786,10.0,84.917,0.84,22.531,18.317,1,
동해연안1_연안,2007-08-01,129.135,37.53555556,235.222,34.04,18.24,0.2436,2.6,7.47,8.05,140.237,0.653,5.599,5.80399,7.0,29.8555,1.59808,23.3985,18.0,1,
동해연안1_연안,2007-11-01,129.135,37.53555556,125.909,33.73,15.7,0.296,2.4,7.59661,7.99,316.312,3.682,9.791,58.199,7.0,66.71,1.11866,4.829,17.0,1,
동해연안2_연안,2007-02-01,129.1547222,37.50305556,55.127,33.18,12.23,3.364,3.6,8.81,8.05,284.665,5.181,10.626,20.328,10.0,38.53,0.99,13.021,16.622,1,
동해연안2_연안,2007-05-01,129.1547222,37.50305556,208.647,33.65,15.62,1.852,2.8,8.53,8.02,77.328,1.0,6.056,51.626,11.0,79.639,0.7056,27.013,35.804,1,
동해연안2_연안,2007-08-01,129.1547222,37.50305556,252.262,34.11,19.4,0.56054,2.0,7.38,8.06,134.107,1.93,29.058,16.0816,9.0,38.992,1.51818,20.9804,36.0,1,
동해연안2_연안,2007-11-01,129.1547222,37.50305556,151.176,34.02,16.02,0.662,2.8,7.49302,8.01,298.188,3.867,9.082,44.06,10.0,64.531,0.59928,16.604,13.359,1,
동해연안3_연안,2007-02-01,129.1522222,37.52333333,104.36,33.11,12.7,3.296,3.4,9.03,8.04,285.332,5.616,11.071,24.073,10.5,48.483,1.27,18.794,13.34,1,
동해연안3_연안,2007-05-01,129.1522222,37.52333333,123.291,33.72,15.25,1.534,3.0,8.70363,8.06,68.566,1.9,6.277,45.321,12.0,71.297,0.9016,24.076,19.943,1,
동해연안3_연안,2007-08-01,129.1522222,37.52333333,522.608,33.94,19.33,0.15342,5.0,7.74,8.07,141.607,0.9,5.106,14.6478,10.0,33.1855,1.47822,17.6378,21.0,1,
동해연안3_연안,2007-11-01,129.1522222,37.52333333,285.328,33.79,15.96,0.64,5.4,7.63782,7.99,314.168,3.799,9.219,32.667,11.0,41.347,0.279664,4.881,34.598,1,
동해연안H1_항만,2007-02-01,129.1152778,37.54666667,530.747,32.42,10.4,2.088,4.2,8.9,7.91,243.398,13.73,40.925,95.345,2.5,372.696,1.99,263.621,60.788,1,
동해연안H1_항만,2007-08-01,129.1152778,37.54666667,1385.14,33.98,18.82,1.30388,4.6,7.45,8.03,167.638,2.87,6.867,35.4896,2.0,199.0,1.9976,160.523,45.0,1,
동해연안H2_항만,2007-02-01,129.1402778,37.49666667,259.918,33.02,11.55,2.608,3.4,8.52,8.02,163.509,5.347,13.853,24.579,4.0,55.461,1.67,25.535,22.374,1,
동해연안H2_항만,2007-08-01,129.1402778,37.49666667,1482.32,33.74,19.06,1.72736,3.0,6.87,8.03,193.885,10.142,25.936,124.903,5.0,186.109,1.47822,51.0642,27.0,1,
보령연안3_연안,2007-02-01,126.4916667,36.24583333,414.7,32.23,5.77,1.67124,15.2,10.54,8.08,391.438,2.0,24.0,281.0,2.0,290.0,0.81631,7.0,36.3,3,
보령연안3_연안,2007-05-01,126.4916667,36.24583333,444.0,31.86,14.28,0.20148,15.6,8.27,8.2,30.0007,0.0,3.0,3.0,3.6,11.0,0.81672,8.0,16.9682,3,
보령연안3_연안,2007-08-01,126.4916667,36.24583333,100.417,28.76,26.36,25.5603,4.4,6.85,8.25,495.444,3.28571,6.76939,18.654,1.6,40.3372,2.48648,18.3974,42.0854,3,
보령연안3_연안,2007-11-01,126.4916667,36.24583333,239.0,31.75,15.92,1.40672,56.2,7.02,7.93,384.994,16.0,26.0,75.0,1.5,124.0,0.940513,33.0,34.1,3,
부산연안4_환경관리,2007-02-01,129.09278,35.08583,259.005,34.04,11.32,0.986516,3.815,9.8857,7.79,282.735,9.58917,21.0561,106.221,3.0,149.061,0.721591,33.2511,36.0219,1,
부산연안4_환경관리,2007-05-01,129.09278,35.08583,605.749,27.98,16.25,4.64111,11.465,8.109,7.52,103.517,8.20208,18.2405,202.905,2.5,271.194,0.781802,60.0863,50.0,1,
부산연안4_환경관리,2007-08-01,129.09278,35.08583,498.163,33.62,20.73,6.12836,3.25,8.45624,7.56,180.948,4.23756,17.2784,63.9289,2.5,76.2033,1.21655,8.03685,42.3164,1,
부산연안4_환경관리,2007-11-01,129.09278,35.08583,373.0,32.97,15.61,1.85,4.9,7.6,8.02,327.0,8.0,34.0,108.0,4.0,159.0,0.72,43.0,35.0,1,
부산연안5_환경관리,2007-02-01,129.04583,35.0475,187.701,33.95,12.04,0.732413,8.665,9.47207,7.76,226.239,9.24172,18.8957,98.4127,2.5,139.361,0.89798,31.7061,45.7343,1,
부산연안5_환경관리,2007-05-01,129.04583,35.0475,293.743,33.62,14.0,8.66938,5.37,9.002,8.17,204.058,6.65806,12.1624,180.431,3.0,210.633,0.813712,23.5435,44.0,1,
부산연안5_환경관리,2007-08-01,129.04583,35.0475,441.741,33.58,21.99,5.90415,3.65,9.16782,8.02,57.1565,2.2559,9.28642,2.45498,4.0,11.8991,1.68695,7.18821,27.6005,1,
부산연안5_환경관리,2007-11-01,129.04583,35.0475,376.0,32.97,16.61,0.87,3.5,7.49,7.85,286.0,6.0,20.0,106.0,6.0,124.0,0.68,12.0,30.0,1,
삼척연안4_연안,2007-02-01,129.3669444,37.23333333,217.515,33.15,12.26,3.452,4.0,8.78,8.09,128.108,5.327,11.207,52.685,8.0,74.111,1.35,16.099,17.912,1,
삼척연안4_연안,2007-05-01,129.3669444,37.23333333,191.656,33.79,14.94,0.862,2.0,8.91102,8.13,72.786,2.6,10.508,43.258,11.0,60.798,1.30667,14.94,20.0,1,
삼척연안4_연안,2007-08-01,129.3669444,37.23333333,440.483,33.21,17.6,0.22,4.8,7.98,7.97,154.298,0.845,18.117,33.1816,9.0,132.314,0.878944,98.2878,22.0,1,
삼척연안4_연안,2007-11-01,129.3669444,37.23333333,217.355,33.91,16.01,0.93,3.2,7.69872,8.01,294.535,3.023,9.432,36.516,9.0,43.999,1.08,4.46,25.483,1,
삼척연안H2_항만,2007-02-01,129.3444444,37.22777778,144.343,32.87,11.85,1.472,2.8,8.29,8.03,185.238,4.516,20.313,16.732,3.5,73.933,1.43,52.685,26.492,1,
삼척연안H2_항만,2007-08-01,129.3444444,37.22777778,1080.43,32.36,18.87,0.47074,1.6,7.21,7.98,313.008,5.477,11.466,113.383,6.0,137.493,0.759088,18.6334,19.0,1,
서귀포연안2_연안,2007-02-01,126.4125,33.22944444,272.828,34.3889,15.4943,0.68398,2.3,7.93657,7.98,249.461,4.08604,11.5293,101.879,8.0,114.816,0.520073,8.85114,25.8615,2,
서귀포연안2_연안,2007-05-01,126.4125,33.22944444,476.5,34.3357,15.6826,0.42747,1.9,8.12693,8.11,184.597,3.98123,5.38761,36.014,14.0,62.9874,0.57,22.9922,9.35765,2,
서귀포연안2_연안,2007-08-01,126.4125,33.22944444,650.0,32.6,27.22,0.71,2.0,6.4,8.23,216.0,0.0,1.0,15.0,13.0,27.0,1.3,11.0,11.0,2,
서귀포연안2_연안,2007-11-01,126.4125,33.22944444,713.0,34.02,22.1,1.38,2.0,8.29,8.19,190.0,3.0,1.0,43.0,15.5,50.0,0.45,4.0,14.0,2,
아산연안3_연안,2007-02-01,126.5194444,37.08888889,577.5,31.52,4.54,1.60984,29.8,9.9,8.07,491.431,3.0,31.0,346.0,0.7,365.0,0.85613,16.0,49.5,1,
아산연안3_연안,2007-05-01,126.5194444,37.08888889,3072.0,31.61,11.64,1.77036,10.2,8.89,7.99,275.684,7.0,19.8,237.0,1.3,252.0,1.07568,8.0,54.6753,1,
아산연안3_연안,2007-08-01,126.5194444,37.08888889,233.31,30.3,22.89,3.06496,20.0,7.08,7.9,308.226,38.9714,19.2643,171.585,1.5,224.287,0.78936,13.7308,40.143,1,
아산연안3_연안,2007-11-01,126.5194444,37.08888889,345.0,30.66,16.75,1.32576,8.8,6.81,7.94,317.557,28.0,26.0,165.0,2.1,207.0,0.705385,14.0,42.9,1,
양양연안1_연안,2007-02-01,128.7502778,38.0125,199.0,33.0,9.01,1.188,1.2,8.76,8.0,209.302,4.616,15.623,44.185,11.0,57.792,0.84,8.991,23.252,1,
양양연안1_연안,2007-05-01,128.7502778,38.0125,221.551,33.73,14.34,0.328,3.0,8.5,8.14,68.412,4.0,6.87,40.752,10.0,70.442,0.6544,25.69,10.856,1,
양양연안1_연안,2007-08-01,128.7502778,38.0125,201.681,34.11,15.5,0.80068,1.8,7.77,7.83,63.441,1.533,6.98,17.9654,9.0,38.2741,0.759088,18.7757,20.0,1,
양양연안1_연안,2007-11-01,128.7502778,38.0125,163.413,33.62,14.6,0.47,4.6,7.91424,7.96,212.271,1.073,7.932,4.856,9.0,28.54,0.918896,22.611,42.738,1,
양양연안2_연안,2007-02-01,128.8016667,37.94972222,80.815,33.06,9.94,0.618,2.2,8.21,8.0,196.343,4.924,15.426,17.738,12.0,30.264,0.82,7.602,47.597,1,
양양연안2_연안,2007-05-01,128.8016667,37.94972222,344.505,33.51,14.65,0.644,3.4,8.41,8.15,86.127,3.0,16.0,57.912,10.0,83.52,0.8504,22.608,19.0,1,
양양연안2_연안,2007-08-01,128.8016667,37.94972222,184.042,32.84,16.59,0.4756,1.4,7.39,7.8,74.4015,0.813,5.395,73.8247,8.0,102.303,0.719136,27.6657,15.0,1,
양양연안2_연안,2007-11-01,128.8016667,37.94972222,65.28,33.53,14.53,0.545,3.8,7.90335,7.91,240.724,2.458,6.383,23.115,8.5,41.787,1.71794,16.214,18.0,1,
완도연안4_환경관리,2007-02-01,126.73889,34.24444,747.0,,10.04,1.38,23.4,8.37,8.08,382.0,1.0,17.0,200.0,0.3,220.0,1.87,19.0,48.0,1,
완도연안4_환경관리,2007-05-01,126.73889,34.24444,939.0,33.69,13.76,8.23412,20.4,9.01,8.1,321.073,4.606,11.9133,112.07,0.8,124.152,0.655869,7.476,127.0,1,
완도연안4_환경관리,2007-08-01,126.73889,34.24444,1197.0,34.57,21.98,3.64,12.8,7.67,8.02,245.0,7.0,2.0,25.0,0.5,70.0,0.52,38.0,18.0,1,
완도연안4_환경관리,2007-11-01,126.73889,34.24444,703.0,32.95,16.67,4.06,7.6,7.81,7.89,250.0,13.0,1.0,87.0,0.3,116.0,0.59,16.0,43.0,1,
울산연안1_환경관리,2007-02-01,129.47667,35.52056,134.866,34.13,12.41,1.68903,8.425,8.97572,7.81,342.575,6.98704,21.1754,109.61,5.0,126.56,0.785733,9.96358,23.9126,1,
울산연안1_환경관리,2007-05-01,129.47667,35.52056,608.601,33.88,13.78,8.81885,8.6,9.664,8.16,162.694,4.59057,6.54011,110.117,3.5,136.529,0.909443,21.8211,13.0,1,
울산연안1_환경관리,2007-08-01,129.47667,35.52056,375.512,34.11,19.19,7.02519,3.4,9.9456,8.04,513.496,3.86954,11.3584,18.8806,3.5,29.6298,1.21655,6.87961,27.4232,1,
울산연안1_환경관리,2007-11-01,129.47667,35.52056,372.0,33.44,17.96,5.22,0.9,8.21,8.06,168.0,5.0,7.0,50.0,5.5,67.0,1.04,12.0,12.0,1,
전주포연안2_연안,2007-02-01,126.4333333,35.8375,660.65,32.16,6.17,2.04794,25.6,10.4583,8.08,667.001,4.3069,27.6736,425.122,1.0,447.256,1.86667,17.8276,37.1703,2,
전주포연안2_연안,2007-05-01,126.4333333,35.8375,456.778,31.99,14.29,1.27044,3.8,10.0,8.31,52.6013,0.391465,44.433,107.82,3.0,137.279,1.2,29.068,97.383,2,
전주포연안2_연안,2007-08-01,126.4333333,35.8375,786.903,30.06,24.04,2.78512,6.4,9.74306,7.99,351.314,9.15238,5.81847,77.8044,1.0,118.236,1.84,31.2794,20.0402,2,
전주포연안2_연안,2007-11-01,126.4333333,35.8375,508.9,30.83,16.32,0.0517,31.8,7.93,7.88,70.0,8.5,38.0,61.2,2.0,78.8,2.19,9.1,79.0,2,
전주포연안3_연안,2007-02-01,126.3777778,35.77083333,576.0,32.48,6.38,1.60256,16.6,11.5345,8.03,705.225,3.60436,26.5023,362.696,1.2,419.301,1.30667,53.0,38.0,2,
전주포연안3_연안,2007-05-01,126.3777778,35.77083333,205.14,31.99,14.45,0.8919,4.2,10.0209,8.2,39.1452,0.279618,49.0771,122.492,0.7,153.634,1.44,30.8623,96.6573,2,
전주포연안3_연안,2007-08-01,126.3777778,35.77083333,1158.69,29.66,26.54,1.85096,5.6,8.91616,7.89,78.3679,0.798173,4.00828,32.1495,1.0,66.0806,0.64,33.133,22.1412,2,
전주포연안3_연안,2007-11-01,126.3777778,35.77083333,849.9,30.93,16.33,0.0639,34.2,8.9,8.09,68.0,8.8,58.0,773.0,2.3,789.1,1.31,7.3,145.0,2,
전주포연안6_연안,2007-02-01,126.4416667,35.61666667,500.583,32.36,6.29,5.7893,24.2,10.9072,7.98,491.651,3.20727,20.7918,281.021,0.7,386.356,1.98667,102.128,31.9433,1,
전주포연안6_연안,2007-05-01,126.4416667,35.61666667,369.408,32.25,17.71,0.22404,6.4,8.58325,7.82,68.0147,0.363503,95.5184,52.3451,1.5,87.339,1.08,34.6304,99.1245,1,
전주포연안6_연안,2007-08-01,126.4416667,35.61666667,825.806,30.38,26.65,3.30604,8.6,9.11765,8.03,35.1582,5.42758,3.87898,13.0273,2.0,40.1574,1.04,21.7025,11.6363,1,
전주포연안6_연안,2007-11-01,126.4416667,35.61666667,488.1,30.46,15.93,0.0574,27.0,9.56,8.08,89.0,7.1,65.0,212.5,3.0,227.4,0.91,7.8,81.0,1,
제주연안2_연안,2007-02-01,126.4277778,33.50055556,463.73,34.3508,14.9033,0.72182,1.7,8.2044,8.04,276.675,3.46496,12.4276,112.33,6.0,137.785,0.512311,21.991,15.1426,1,
제주연안2_연안,2007-05-01,126.4277778,33.50055556,541.963,34.3326,15.6982,0.57116,1.8,8.43974,8.11,171.711,1.90969,3.59174,18.7062,11.5,35.2605,0.43,14.6447,12.4827,1,
제주연안2_연안,2007-08-01,126.4277778,33.50055556,660.0,32.58,25.26,2.5,2.3,7.61,8.13,120.0,1.0,1.0,16.0,8.0,54.0,0.81,36.0,14.0,1,
제주연안2_연안,2007-11-01,126.4277778,33.50055556,881.0,33.92,20.1,0.82,1.8,8.63,8.12,345.0,6.0,4.0,145.0,8.5,171.0,0.22,20.0,22.0,1,
조천연안2_연안,2007-02-01,126.7327778,33.57388889,287.32,33.9123,15.3074,1.27558,3.0,8.06264,8.11,267.099,5.91658,11.2298,117.674,5.5,139.376,0.372589,15.786,35.8999,1,
조천연안2_연안,2007-05-01,126.7327778,33.57388889,559.275,34.3567,15.7353,0.43617,2.5,8.06372,8.1,168.414,3.91649,7.63244,17.5496,10.5,67.7434,0.51,46.2772,19.7743,1,
조천연안2_연안,2007-08-01,126.7327778,33.57388889,707.0,31.81,27.68,0.54,3.0,5.88,8.3,185.0,0.0,1.0,12.0,13.0,38.0,0.84,26.0,7.0,1,
조천연안2_연안,2007-11-01,126.7327778,33.57388889,856.0,33.87,19.76,1.43,2.0,8.08,8.15,311.0,5.0,11.0,152.0,9.5,164.0,0.21,7.0,19.0,1,
조천연안3_연안,2007-02-01,126.6663889,33.56055556,227.807,34.4126,14.7174,1.13638,2.2,8.02947,8.04,246.437,5.00131,10.032,107.446,5.5,129.876,0.8849,17.4285,23.4795,1,
조천연안3_연안,2007-05-01,126.6663889,33.56055556,532.766,34.2934,15.7099,0.69282,1.5,7.99549,8.1,139.346,2.81599,5.38761,20.1381,10.0,55.7582,0.41,32.8041,15.434,1,
조천연안3_연안,2007-08-01,126.6663889,33.56055556,760.0,32.36,26.25,1.38,3.7,6.98,8.29,110.0,0.0,3.0,14.0,14.0,25.0,0.61,11.0,29.0,1,
조천연안3_연안,2007-11-01,126.6663889,33.56055556,880.0,33.96,20.26,1.58,1.6,7.87,8.17,283.0,4.0,10.0,123.0,10.0,130.0,0.26,3.0,22.0,1,
주문진연안1_연안,2007-02-01,128.8375,37.88583333,97.329,32.95,8.82,0.714,2.8,8.33,7.93,289.862,4.887,17.992,44.386,10.0,69.624,0.82,20.351,40.953,1,
주문진연안1_연안,2007-05-01,128.8375,37.88583333,155.6,33.72,15.43,0.352,3.4,8.54,8.12,55.524,3.4,7.251,43.796,9.0,83.956,1.4776,36.76,21.579,1,
주문진연안1_연안,2007-08-01,128.8375,37.88583333,140.142,32.97,20.66,0.19084,2.4,7.13,7.71,79.5212,2.358,7.497,9.15413,12.0,25.2383,0.9988,13.7262,16.0,1,
주문진연안1_연안,2007-11-01,128.8375,37.88583333,193.0,33.18,13.35,0.395,2.6,7.93479,7.96,449.204,4.418,19.45,57.074,6.0,75.805,1.59808,14.313,48.054,1,
주문진연안2_연안,2007-02-01,128.8466667,37.88777778,144.798,32.91,8.91,1.07,3.2,9.14,7.91,287.018,4.599,18.476,74.127,9.0,99.555,0.92,20.829,44.912,1,
주문진연안2_연안,2007-05-01,128.8466667,37.88777778,160.012,33.71,15.14,0.536,2.0,8.62,8.08,58.414,3.3,5.696,42.773,12.0,73.796,0.4192,27.723,19.349,1,
주문진연안2_연안,2007-08-01,128.8466667,37.88777778,230.883,32.58,19.74,0.33266,1.6,7.3,7.63,81.0,2.555,6.218,34.955,11.0,45.3332,0.759088,7.8232,24.0,1,
주문진연안2_연안,2007-11-01,128.8466667,37.88777778,225.481,33.24,13.57,0.379,4.8,7.72898,8.0,369.329,4.271,17.582,58.662,6.0,77.743,1.9446,14.81,39.651,1,
주문진연안3_연안,2007-02-01,128.8522222,37.89416667,139.317,33.05,9.84,0.514,1.8,8.53,8.01,298.47,4.725,18.531,22.297,10.5,35.121,0.86,8.099,56.472,1,
주문진연안3_연안,2007-05-01,128.8522222,37.89416667,152.32,33.74,14.52,0.33,2.2,8.28,8.21,67.587,1.4,4.0,43.0,11.0,70.325,0.8112,25.925,15.555,1,
주문진연안3_연안,2007-08-01,128.8522222,37.89416667,362.053,33.88,15.74,0.61826,0.8,7.43,7.52,87.5973,3.623,14.965,48.3303,9.0,86.3042,1.31842,34.351,21.0,1,
주문진연안3_연안,2007-11-01,128.8522222,37.89416667,115.247,33.5,14.64,0.515,1.2,7.98974,7.96,251.922,1.013,3.429,15.183,8.0,30.975,1.87774,14.779,25.799,1,
주문진연안4_연안,2007-02-01,128.8525,37.91888889,97.996,33.09,10.21,0.754,1.6,8.19,8.02,275.748,4.872,16.7,17.021,11.0,36.375,0.72,14.482,38.422,1,
주문진연안4_연안,2007-05-01,128.8525,37.91888889,106.144,33.78,14.31,0.57,1.8,8.25,8.2,56.521,3.4,16.0,41.701,15.0,75.109,1.2816,30.008,17.749,1,
주문진연안4_연안,2007-08-01,128.8525,37.91888889,214.87,33.48,15.87,0.49038,1.0,7.19,7.73,86.9484,1.553,8.416,15.9064,8.0,29.3364,0.58,11.877,16.0,1,
주문진연안4_연안,2007-11-01,128.8525,37.91888889,73.099,33.61,14.87,0.537,2.6,7.83347,7.93,252.95,1.371,4.593,15.098,8.0,30.62,1.75789,14.151,35.0,1,
주문진연안5_연안,2007-02-01,128.8741667,37.86111111,110.341,33.09,10.26,1.37,2.4,8.68,7.96,272.292,4.935,16.436,37.018,9.5,49.822,1.04667,7.869,22.175,1,
주문진연안5_연안,2007-05-01,128.8741667,37.86111111,182.428,33.7,15.74,0.364,2.2,8.51,8.07,47.631,1.6,8.417,43.978,11.0,63.691,0.8624,18.113,14.042,1,
